objectid,year_record,island,route_id,bmp,emp,route_name,county_id,county_id_t,aadt,aadt_su,aadt_cu,f_system,f_system_t,facility_type,facility_type_t,maint_op,maint_op_t,ownership,ownership_t,through_lanes,urban_id,urban_id_t,st_lengthshape
1062,2024,Oahu,76,3.99,5.76,Fort Weaver Road,3,C&C Honolulu,57176,4583,2584,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,2851.67776499174
1063,2024,Oahu,76,5.76,5.9,Fort Weaver Road,3,C&C Honolulu,57176,4583,2584,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,225.556369726715
1064,2024,Oahu,76,5.9,6.01,Fort Weaver Road,3,C&C Honolulu,57176,4583,2584,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,177.222958985843
1065,2024,Oahu,76,6.01,6.27,Kunia Road,3,C&C Honolulu,64415,2191,1135,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,418.890522302074
1066,2024,Oahu,76,6.27,6.29,Kunia Road,3,C&C Honolulu,64415,2191,1135,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,32.2223405193294
1067,2024,Oahu,76,6.29,6.42,Kunia Road,3,C&C Honolulu,64415,2191,1135,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,209.445242910905
1068,2024,Oahu,76,6.42,6.51,Kunia Road,3,C&C Honolulu,64415,2191,1135,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,145.000582095952
1069,2024,Oahu,76,6.51,6.617,Kunia Road,3,C&C Honolulu,42423,1443,747,2,Freeway Expressway,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,172.389567510887
1070,2024,Oahu,7601,0,0.25,Waialae Avenue,3,C&C Honolulu,19387,700,536,3,Principal Arterial,1,one way,1,State Highway,1,State Highway,3,39889,Honolulu,424.505723010298
1071,2024,Oahu,7601,0.25,0.291,Waialae Avenue,3,C&C Honolulu,19387,700,536,3,Principal Arterial,1,one way,1,State Highway,1,State Highway,1,39889,Honolulu,69.6189583289385
1072,2024,Oahu,7601,0.291,0.37,Waialae Avenue,3,C&C Honolulu,29417,1196,744,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,124.71185567998
1073,2024,Oahu,7601,0.37,0.38,South King Street,3,C&C Honolulu,29417,1196,744,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,15.7863053766199
1074,2024,Oahu,7601,0.38,0.419,South King Street,3,C&C Honolulu,29417,1196,744,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,61.5665535200593
1075,2024,Oahu,7610,0,0.1,Date Street,3,C&C Honolulu,16017,165,110,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,163.080778464525
1076,2024,Oahu,7610,0.1,0.947,Date Street,3,C&C Honolulu,16017,251,154,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1381.29416446971
1077,2024,Oahu,7611,0,0.11,St Louis Drive,3,C&C Honolulu,17179,202,139,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,177.041918732546
1078,2024,Oahu,7611,0.11,1.1,Dole Street,3,C&C Honolulu,17179,202,139,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,3,39889,Honolulu,1593.37732805023
1079,2024,Oahu,7611,1.1,1.351,Dole Street,3,C&C Honolulu,6117,72,20,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,403.977569310636
1080,2024,Oahu,7612,0,0.13,Kalakaua Avenue,3,C&C Honolulu,20652,399,267,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,199.620917459069
1081,2024,Oahu,7612,0.13,0.61,Kalakaua Avenue,3,C&C Honolulu,20652,399,267,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,776.345376532488
1082,2024,Oahu,7612,0.61,0.76,Kalakaua Avenue,3,C&C Honolulu,31029,680,251,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,242.895851509428
1083,2024,Oahu,7612,0.76,0.77,Kalakaua Avenue,3,C&C Honolulu,31029,680,251,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,16.1930589579518
1084,2024,Oahu,7612,0.77,0.91,Kalakaua Avenue,3,C&C Honolulu,14222,956,858,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,226.702692044018
1085,2024,Oahu,7612,0.91,1.088,Kalakaua Avenue,3,C&C Honolulu,22246,847,220,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,286.194935877848
1086,2024,Oahu,7612,1.088,1.77,Kalakaua Avenue,3,C&C Honolulu,26655,311,76,4,Minor Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,1101.4586681703
1087,2024,Oahu,7612,1.77,2.21,Kalakaua Avenue,3,C&C Honolulu,18618,398,277,4,Minor Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,710.666631404071
1088,2024,Oahu,7612,2.21,2.326,Kalakaua Avenue,3,C&C Honolulu,18618,398,277,4,Minor Arterial,1,one way,2,County Highway,2,County Highway,2,39889,Honolulu,187.357615900954
1089,2024,Oahu,7612,2.326,3,Kalakaua Avenue,3,C&C Honolulu,8619,495,76,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1088.61214982835
1090,2024,Oahu,7612,3,3.069,Pono Moi Road,3,C&C Honolulu,8619,495,76,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,111.445422418293
1091,2024,Oahu,7613,0.094,0.1,McCully Street,3,C&C Honolulu,26960,612,139,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,9.78290907750304
1092,2024,Oahu,7613,0.1,0.2,McCully Street,3,C&C Honolulu,26960,612,139,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,163.049621666048
1093,2024,Oahu,7613,0.2,0.314,McCully Street,3,C&C Honolulu,26960,612,139,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,185.876527039957
1094,2024,Oahu,7613,0.314,0.73,McCully Street,3,C&C Honolulu,19975,548,362,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,678.286359165021
1095,2024,Oahu,7613,0.73,0.844,McCully Street,3,C&C Honolulu,19975,548,362,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,185.876500869974
1096,2024,Oahu,7613,0.844,0.88,McCully Street,3,C&C Honolulu,4844,120,5,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,58.6978393344376
1097,2024,Oahu,7613,0.88,0.9,McCully Street,3,C&C Honolulu,4844,120,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,32.6098783163255
1098,2024,Oahu,7613,0.9,1.124,Metcalf Street,3,C&C Honolulu,4844,120,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,365.231071341912
1099,2024,Oahu,7310,0.79,0.83,Puuloa Road,3,C&C Honolulu,31790,1431,650,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,7,39889,Honolulu,65.0698534040048
1100,2024,Oahu,7310,0.83,0.89,Puuloa Road,3,C&C Honolulu,31790,1431,650,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,97.6048670404059
1101,2024,Oahu,7310,0.89,1.03,Puuloa Road,3,C&C Honolulu,31790,1431,650,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,227.744709937591
1102,2024,Oahu,7311,0,0.15,Salt Lake Boulevard,3,C&C Honolulu,30216,571,308,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,242.614068228412
1103,2024,Oahu,7311,0.15,0.28,Salt Lake Boulevard,3,C&C Honolulu,18257,334,171,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,210.265595474675
1104,2024,Oahu,7311,0.28,0.99,Salt Lake Boulevard,3,C&C Honolulu,19791,189,68,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,1148.37377604794
1105,2024,Oahu,7311,0.99,2.16,Salt Lake Boulevard,3,C&C Honolulu,19791,189,68,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1892.39050051398
1106,2024,Oahu,7311,2.16,2.91,Salt Lake Boulevard,3,C&C Honolulu,23381,812,708,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1213.0707342072
1107,2024,Oahu,7311,2.91,3.16,Salt Lake Boulevard,3,C&C Honolulu,16765,533,927,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,404.356944921837
1108,2024,Oahu,7311,3.16,3.19,Salt Lake Boulevard,3,C&C Honolulu,16765,533,927,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,3,39889,Honolulu,48.5228727699417
1109,2024,Oahu,7311,3.19,3.23,Salt Lake Boulevard,3,C&C Honolulu,16765,533,927,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,64.6970599210292
1110,2024,Oahu,7311,3.23,3.4,Salt Lake Boulevard,3,C&C Honolulu,16765,533,927,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,274.962684963023
1111,2024,Oahu,7311,3.4,3.437,Salt Lake Boulevard,3,C&C Honolulu,16765,533,927,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,59.8448321348414
1112,2024,Oahu,7341,0,0.1,Kikowaena Street,3,C&C Honolulu,9314,430,71,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,164.931718459226
1113,2024,Oahu,7341,0.1,0.16,Ahua Street,3,C&C Honolulu,9314,430,71,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,98.9589675249379
1114,2024,Oahu,7341,0.16,0.17,Ahua Street,3,C&C Honolulu,9314,430,71,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,16.493152711076
1115,2024,Oahu,7341,0.17,0.792,Ahua Street,3,C&C Honolulu,5005,288,88,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1025.87504240878
1116,2024,Oahu,7342,0,0.06,Pukoloa Street,3,C&C Honolulu,11681,438,128,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,100.535562601412
1117,2024,Oahu,7342,0.06,0.252,Pukoloa Street,3,C&C Honolulu,6561,309,42,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,321.713638470675
1118,2024,Oahu,7343,0,0.29,Arizona Road,3,C&C Honolulu,6104,83,48,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,492.649277941105
1119,2024,Oahu,7343,0.29,0.516,Camp Catlin Road,3,C&C Honolulu,6104,83,48,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,383.926607641098
1120,2024,Oahu,7344,0,1.467,Ala Aolani Street,3,C&C Honolulu,1916,24,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,2347.84287055787
1121,2024,Oahu,7345,0,0.38,Jarrett White Road,3,C&C Honolulu,24365,766,398,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,615.675264323798
1122,2024,Oahu,7345,0.38,0.42,Jarrett White Road,3,C&C Honolulu,12272,386,200,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,64.8079185362306
1123,2024,Oahu,7345,0.42,0.551,Jarrett White Road,3,C&C Honolulu,12272,386,200,5,Major Collector,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,212.245982015731
1124,2024,Oahu,7346,0,1.5,Ala Mahamoe Street,3,C&C Honolulu,915,23,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,2423.88238411886
1125,2024,Oahu,7346,1.5,1.51,Kaua Street,3,C&C Honolulu,915,23,0,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,16.159208356149
1126,2024,Oahu,7346,1.51,1.633,Kaua Street,3,C&C Honolulu,10289,584,115,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,198.758347604125
1127,2024,Oahu,7347,0,0.33,Ala Lilikoi Street,3,C&C Honolulu,5505,186,4,6,Minor Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,554.829262172658
1128,2024,Oahu,7348,0,0.04,Pakini Street,3,C&C Honolulu,3530,15,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,64.5996947841405
1129,2024,Oahu,7348,0.04,0.05,Likini Street,3,C&C Honolulu,3530,15,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,16.1498570483991
1130,2024,Oahu,7348,0.05,1.39,Likini Street,3,C&C Honolulu,1158,71,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,2164.08736417713
1131,2024,Oahu,7348,1.39,2.346,Likini Street,3,C&C Honolulu,7887,57,8,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1543.9311064791
1132,2024,Oahu,7349,0,1.32,Ala Napunani Street,3,C&C Honolulu,10884,186,28,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,2147.96703259156
1133,2024,Oahu,7350,0,0.586,Bougainville Drive,3,C&C Honolulu,13389,220,104,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,961.095780917504
1134,2024,Oahu,7351,0,0.15,Radford Drive,3,C&C Honolulu,11151,343,109,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,256.005387635491
1135,2024,Oahu,7351,0.15,0.2,Radford Drive,3,C&C Honolulu,15890,625,212,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,85.3351618329449
1136,2024,Oahu,7351,0.2,0.23,Radford Drive,3,C&C Honolulu,15890,625,212,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,39889,Honolulu,51.2011449326725
1137,2024,Oahu,7401,0,0.1,Kamehameha Highway,3,C&C Honolulu,38919,1773,734,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,6,39889,Honolulu,162.627012564445
1138,2024,Oahu,7401,0.1,0.5,Kamehameha Highway,3,C&C Honolulu,14853,655,268,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,648.331533789366
1139,2024,Oahu,7401,0.5,0.58,Dillingham Boulevard,3,C&C Honolulu,14853,655,268,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,129.65970107804
1140,2024,Oahu,7401,0.58,0.65,Dillingham Boulevard,3,C&C Honolulu,14853,655,268,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,113.452191901089
1141,2024,Oahu,7401,0.65,0.73,Dillingham Boulevard,3,C&C Honolulu,15667,725,324,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,129.659698862539
1142,2024,Oahu,7401,0.73,0.79,Dillingham Boulevard,3,C&C Honolulu,15667,725,324,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,97.2447593346565
1143,2024,Oahu,7401,0.79,1.11,Dillingham Boulevard,3,C&C Honolulu,15260,645,203,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,518.63872862938
1144,2024,Oahu,7401,1.11,1.916,Dillingham Boulevard,3,C&C Honolulu,25548,1164,482,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,1306.32138140828
1145,2024,Oahu,7402,0,0.3,King Street,3,C&C Honolulu,20073,684,224,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,483.788509898212
1146,2024,Oahu,7402,0.3,0.86,King Street,3,C&C Honolulu,19283,657,215,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,903.071709884022
1147,2024,Oahu,7402,0.86,1.1,King Street,3,C&C Honolulu,13918,474,155,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,387.030799746967
1148,2024,Oahu,7402,1.1,1.13,King Street,3,C&C Honolulu,13918,474,155,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,48.3788272351281
1149,2024,Oahu,7402,1.13,1.2,King Street,3,C&C Honolulu,23862,813,266,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,112.884006429017
1150,2024,Oahu,7402,1.2,1.27,King Street,3,C&C Honolulu,23862,813,266,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,112.883972638994
1151,2024,Oahu,7402,1.27,1.4,King Street,3,C&C Honolulu,16376,558,183,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,209.641670054499
1152,2024,Oahu,7402,1.4,1.415,King Street,3,C&C Honolulu,16376,558,183,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,24.1894124454852
1153,2024,Oahu,7402,1.415,1.85,King Street,3,C&C Honolulu,16376,558,183,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,701.493347423352
1154,2024,Oahu,7402,1.85,1.86,King Street,3,C&C Honolulu,16376,558,183,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,5,39889,Honolulu,16.1262407147322
1155,2024,Oahu,7402,1.86,1.92,King Street,3,C&C Honolulu,24213,825,270,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,5,39889,Honolulu,96.7576998738786
1156,2024,Oahu,7402,1.92,2,King Street,3,C&C Honolulu,16150,551,180,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,5,39889,Honolulu,129.010177260493
1157,2024,Oahu,7402,2,2.19,King Street,3,C&C Honolulu,16150,551,180,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,306.399480360963
1158,2024,Oahu,7402,2.19,2.43,King Street,3,C&C Honolulu,16845,574,188,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,387.030757000936
1159,2024,Oahu,7402,2.43,3.045,King Street,3,C&C Honolulu,20633,703,230,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,991.76624136761
1160,2024,Oahu,7402,3.045,4.429,King Street,3,C&C Honolulu,20633,703,230,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,3,39889,Honolulu,2231.87745110912
1161,2024,Oahu,7402,4.429,4.7,King Street,3,C&C Honolulu,20633,703,230,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,437.022299608206
1162,2024,Oahu,7402,4.7,4.916,King Street,3,C&C Honolulu,25637,874,286,3,Principal Arterial,2,two way,2,County Highway,2,County Highway,5,39889,Honolulu,348.327640321182
1163,2024,Oahu,7402,4.916,5.196,King Street,3,C&C Honolulu,25637,874,286,3,Principal Arterial,1,one way,2,County Highway,2,County Highway,5,39889,Honolulu,451.535926802349
1164,2024,Oahu,7410,0,0.083,King Street,3,C&C Honolulu,10140,595,308,4,Minor Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,197.070689219473
1165,2024,Oahu,7410,0.083,0.712,King Street,3,C&C Honolulu,20396,761,302,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,967.438223319502
1166,2024,Oahu,7411,0,0.41,Houghtailing Street,3,C&C Honolulu,10363,377,120,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,663.169575297522
1167,2024,Oahu,7411,0.41,0.84,Waiakamilo Road,3,C&C Honolulu,10363,377,120,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,6,39889,Honolulu,695.519359276181
1168,2024,Oahu,7411,0.84,0.85,Waiakamilo Road,3,C&C Honolulu,10363,377,120,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,16.1747754300682
1169,2024,Oahu,7411,0.85,1.115,Waiakamilo Road,3,C&C Honolulu,13519,415,108,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,428.634061478279
1170,2024,Oahu,7412,0,1,Liliha Street,3,C&C Honolulu,15314,265,96,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1612.28186982211
1171,2024,Oahu,7413,0,0.343,Liliha Street,3,C&C Honolulu,13882,520,227,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,567.286191982019
1172,2024,Oahu,7414,0,0.302,North School Street,3,C&C Honolulu,10671,72,25,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,3,39889,Honolulu,497.119166167603
1173,2024,Oahu,7414,0.302,0.75,North School Street,3,C&C Honolulu,14854,259,125,4,Minor Arterial,1,one way,2,County Highway,2,County Highway,3,39889,Honolulu,708.315710076664
1174,2024,Oahu,7414,0.75,0.824,North School Street,3,C&C Honolulu,14854,259,125,4,Minor Arterial,1,one way,2,County Highway,2,County Highway,4,39889,Honolulu,116.998646172988
1175,2024,Oahu,7414,0.824,1.58,North School Street,3,C&C Honolulu,16744,228,57,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1216.78611758971
1176,2024,Oahu,7414,1.58,1.94,North School Street,3,C&C Honolulu,18235,356,169,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,579.42196676859
1177,2024,Oahu,7414,1.94,2.44,North School Street,3,C&C Honolulu,18235,378,159,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,804.752749785398
1178,2024,Oahu,7414,2.44,2.69,North School Street,3,C&C Honolulu,18717,388,163,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,402.376388061485
1179,2024,Oahu,7414,2.69,3.104,Middle Street,3,C&C Honolulu,18717,388,163,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,666.335272502396
1180,2024,Oahu,74140,0,0.12,Notley Street,3,C&C Honolulu,10592,267,163,7,Local,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,201.322941249762
1181,2024,Oahu,7415,0,0.517,Middle Street,3,C&C Honolulu,11514,1534,47,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,863.020519207832
1182,2024,Oahu,7420,0,0.174,Palama Street,3,C&C Honolulu,6877,89,9,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,303.660469386154
1183,2024,Oahu,7425,0,0.51,Iwilei Road,3,C&C Honolulu,5312,290,66,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,838.736364242538
1184,2024,Oahu,7425,0.51,0.651,Pacific Street,3,C&C Honolulu,5312,290,66,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,231.885939455807
1185,2024,Oahu,7430,0,0.27,Kalihi Street,3,C&C Honolulu,5953,377,337,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,448.774771586972
1186,2024,Oahu,7430,0.27,0.689,Auiki Street,3,C&C Honolulu,5953,377,337,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,696.431995467307
1187,2024,Oahu,7441,0,0.76,Kalihi Street,3,C&C Honolulu,13633,156,25,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1221.86868447146
1188,2024,Oahu,7441,0.76,0.77,Kalihi Street,3,C&C Honolulu,13633,156,25,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,16.0772729930304
1189,2024,Oahu,7441,0.77,1.793,Kalihi Street,3,C&C Honolulu,7124,152,14,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1644.69942492305
1190,2024,Oahu,7442,0,0.682,Kamehameha IV Highway,3,C&C Honolulu,8401,130,8,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1115.80463921493
1191,2024,Oahu,7443,0,0.128,Nalanieha Street,3,C&C Honolulu,6243,90,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,226.92249580226
1192,2024,Oahu,7444,0,0.07,Kealia Drive,3,C&C Honolulu,1259,10,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,113.687021613207
1193,2024,Oahu,7444,0.07,0.11,Hillcrest Street,3,C&C Honolulu,1259,10,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,64.964006333254
1194,2024,Oahu,7444,0.11,0.597,Houghtailing Street,3,C&C Honolulu,6245,120,13,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,790.936943128652
1195,2024,Oahu,7445,0,0.69,Judd Street,3,C&C Honolulu,4937,49,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1113.42039083648
1196,2024,Oahu,7445,0.69,0.75,Iholena Street,3,C&C Honolulu,1294,8,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,96.8192047726454
1197,2024,Oahu,7445,0.75,0.99,Lolena Street,3,C&C Honolulu,1294,8,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,387.276573594155
1198,2024,Oahu,7445,0.99,1.314,Makanani Drive,3,C&C Honolulu,1294,8,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,522.823510098224
1199,2024,Oahu,7446,0,0.26,Wyllie Street,3,C&C Honolulu,5144,75,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,417.756409714771
1200,2024,Oahu,7446,0.26,2.028,Alewa Drive,3,C&C Honolulu,5144,75,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,2840.7433709022
1201,2024,Oahu,7447,0,0.32,Lanakila Avenue,3,C&C Honolulu,5003,42,7,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,531.587610568776
1202,2024,Oahu,7447,0.32,0.388,Judd Street,3,C&C Honolulu,5003,42,7,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,112.962362655291
1203,2024,Oahu,7448,0,0.232,Puuhale Road,3,C&C Honolulu,5243,196,38,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,402.184451980637
1204,2024,Oahu,7450,0,0.568,Mokauea Street,3,C&C Honolulu,6925,232,25,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,940.411278342271
1205,2024,Oahu,750,0,0.17,Kunia Road,3,C&C Honolulu,23200,4146,1577,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,5,39889,Honolulu,273.936247476731
1206,2024,Oahu,750,0.17,0.33,Kunia Road,3,C&C Honolulu,23200,4146,1577,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,257.822422446014
1207,2024,Oahu,750,0.33,0.84,Kunia Road,3,C&C Honolulu,21989,1556,458,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,39889,Honolulu,821.808840983093
1208,2024,Oahu,750,0.84,0.94,Kunia Road,3,C&C Honolulu,21989,1556,458,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,39889,Honolulu,161.139015951897
