objectid,year_record,island,route_id,bmp,emp,route_name,county_id,county_id_t,aadt,aadt_su,aadt_cu,f_system,f_system_t,facility_type,facility_type_t,maint_op,maint_op_t,ownership,ownership_t,through_lanes,urban_id,urban_id_t,st_lengthshape
702,2024,Oahu,7170,0.6,1.12,Paiwa Street,3,C&C Honolulu,11228,382,152,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,850.781280647042
703,2024,Oahu,7170,1.12,1.403,Paiwa Street,3,C&C Honolulu,24944,561,223,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,463.021346161271
704,2024,Oahu,7172,0,0.76,Lumiaina Street,3,C&C Honolulu,,,,6,,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,1216.68161844897
705,2024,Oahu,7172,0.76,1.31,Managers Drive,3,C&C Honolulu,,,,6,,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,880.493304603713
706,2024,Oahu,7172,1.31,1.72,Mokuola Street,3,C&C Honolulu,,,,6,,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,654.544499438994
707,2024,Oahu,7175,0,0.967,Lumiaina Street,3,C&C Honolulu,19895,410,234,5,Major Collector,2,two way,2,County Highway,2,County Highway,4,39889,Honolulu,1576.61920390819
708,2024,Oahu,7180,0,1.94,Kupuna Loop,3,C&C Honolulu,4303,62,3,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,39889,Honolulu,3126.58026115028
709,2024,Oahu,72,0,1.38,Kalanianaole Highway,3,C&C Honolulu,27030,984,220,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,43669,Kailua/Kaneohe,2221.65444377678
710,2024,Oahu,72,1.38,2,Kalanianaole Highway,3,C&C Honolulu,15340,558,125,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,43669,Kailua/Kaneohe,998.134672879881
711,2024,Oahu,72,2,2.33,Kalanianaole Highway,3,C&C Honolulu,15340,558,125,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,43669,Kailua/Kaneohe,531.26521156838
712,2024,Oahu,72,2.33,3.88,Kalanianaole Highway,3,C&C Honolulu,15340,558,125,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,43669,Kailua/Kaneohe,2495.33655311704
713,2024,Oahu,72,3.88,4.08,Kalanianaole Highway,3,C&C Honolulu,14447,321,54,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,43669,Kailua/Kaneohe,321.97887295278
714,2024,Kauai,5035,0,0.401,Kalepa Street,7,Kauai County,9657,222,79,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,642.021347300518
715,2024,Kauai,5040,0,0.646,Haleko Road,7,Kauai County,7727,13,2,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1056.43149197789
716,2024,Kauai,51,0,0.12,Waapa Road,7,Kauai County,12597,634,94,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,193.413769483128
717,2024,Kauai,51,0.12,0.41,Rice Street,7,Kauai County,12597,634,94,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,467.416815762977
718,2024,Kauai,51,0.41,0.81,Rice Street,7,Kauai County,12597,634,94,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,644.712746174716
719,2024,Kauai,51,0.81,0.87,Rice Street,7,Kauai County,12597,634,94,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,96.7069395648781
720,2024,Kauai,51,0.87,0.88,Kapule Highway,7,Kauai County,12597,634,94,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,16.117778606695
721,2024,Kauai,51,0.88,1.96,Kapule Highway,7,Kauai County,11385,377,69,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1740.72450872743
722,2024,Kauai,51,1.96,3.452,Kapule Highway,7,Kauai County,23199,767,140,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2404.77855331637
723,2024,Kauai,520,0,2.476,Maluhia Road,7,Kauai County,13941,120,35,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99999,Rural,3978.0059248792
724,2024,Kauai,520,2.476,3.26,Maluhia Road,7,Kauai County,13941,120,35,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1259.59467580107
725,2024,Kauai,520,3.26,3.27,Maluhia Road,7,Kauai County,12052,212,70,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,16.066200165404
726,2024,Kauai,520,3.27,3.35,Koloa Road,7,Kauai County,12052,212,70,4,Minor Arterial,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,128.530153695048
727,2024,Kauai,520,3.35,6.398,Poipu Road,7,Kauai County,12629,103,20,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,4896.99593332231
728,2024,Kauai,521,0,2.104,Omao Road,7,Kauai County,2262,26,2,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,3406.32521890561
729,2024,Kauai,522,0,2.911,Ala Kinoike Way,7,Kauai County,4861,65,23,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,4686.30318147469
730,2024,Kauai,523,0,1.457,Lawai Road,7,Kauai County,1595,34,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2354.93348129927
731,2024,Kauai,523,1.457,2.305,Lawai Road,7,Kauai County,1595,34,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1370.61331322968
732,2024,Kauai,525,0,0.652,Weliweli Road,7,Kauai County,2740,26,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1062.06925715928
733,2024,Kauai,526,0,0.16,Koloa Road,7,Kauai County,7659,552,56,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,260.741806256644
734,2024,Kauai,526,0.16,0.728,Waikomo Road,7,Kauai County,1792,28,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,925.633439936404
735,2024,Kauai,530,0,3.395,Koloa Road,7,Kauai County,12059,114,22,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,5459.50680930955
736,2024,Kauai,531,0,1.206,Papalina Road,7,Kauai County,5351,82,4,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1945.06434055699
737,2024,Kauai,532,0,1.66,Waha Road,7,Kauai County,1592,9,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2668.86331297444
738,2024,Kauai,532,1.66,2.392,Lauoho Road,7,Kauai County,1592,9,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1176.87226001761
739,2024,Kauai,534,0,1.416,Puuwai Road,7,Kauai County,2431,34,5,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2283.13393195789
740,2024,Kauai,536,0,0.388,Piko Road,7,Kauai County,1972,59,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,633.48645305272
741,2024,Kauai,540,0,0.25,Halewili Road,7,Kauai County,3140,133,57,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,403.257512110266
742,2024,Kauai,540,0.25,3.534,Halewili Road,7,Kauai County,3140,133,57,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5297.18966483683
743,2024,Kauai,540,3.534,3.876,Halewili Road,7,Kauai County,3140,133,57,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,551.65621195753
744,2024,Kauai,541,0,0.04,Waialo Road,7,Kauai County,4127,127,42,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,65.1828983899798
745,2024,Kauai,541,0.04,0.17,Waialo Road,7,Kauai County,4127,127,42,5,Major Collector,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,211.844809401426
746,2024,Kauai,541,0.17,0.37,Waialo Road,7,Kauai County,4127,127,42,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,325.914927314604
747,2024,Kauai,543,0,1.409,Moi Road,7,Kauai County,4355,34,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,2274.28154360267
748,2024,Kauai,545,0,0.938,Hanapepe Road,7,Kauai County,1418,10,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1548.09584277013
749,2024,Kauai,550,0,0.595,Waimea Canyon Drive,7,Kauai County,3443,19,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,954.292624422796
750,2024,Kauai,550,0.595,1.18,Waimea Canyon Drive,7,Kauai County,3443,19,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,938.253991217961
751,2024,Kauai,550,1.18,6.72,Waimea Canyon Drive,7,Kauai County,1378,2,0,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,8885.3460959327
752,2024,Kauai,550,6.72,6.74,Waimea Canyon Drive,7,Kauai County,778,5,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,32.0770478707781
753,2024,Kauai,550,6.74,14.08,Kokee Road,7,Kauai County,778,5,2,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,11772.2816497918
754,2024,Kauai,551,0,2.07,Kekaha Road,7,Kauai County,1256,18,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,3318.96874364363
755,2024,Kauai,551,2.07,2.493,Akialoa Road,7,Kauai County,1256,18,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,678.224076762019
756,2024,Kauai,552,0,0.3,Alae Road,7,Kauai County,1704,28,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,482.296801675588
757,2024,Kauai,552,0.3,0.389,Kokee Road,7,Kauai County,1704,28,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,143.081359769494
758,2024,Kauai,552,0.389,7.549,Kokee Road,7,Kauai County,1704,28,5,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,11510.8175257954
759,2024,Kauai,553,0,2.052,Menehune Road,7,Kauai County,715,5,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,3322.26878148192
760,2024,Kauai,554,0,0.201,Waimea Road,7,Kauai County,709,7,1,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,332.409003294673
761,2024,Kauai,56,0,0.11,Kuhio Highway,7,Kauai County,30388,635,143,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,176.76800493492
762,2024,Kauai,56,0.11,0.13,Kuhio Highway,7,Kauai County,30388,635,143,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,32.139568667749
763,2024,Kauai,56,0.13,0.42,Kuhio Highway,7,Kauai County,30388,635,143,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,466.024560490117
764,2024,Kauai,56,0.42,0.54,Kuhio Highway,7,Kauai County,23814,497,112,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,192.837738880228
765,2024,Kauai,56,0.54,1.05,Kuhio Highway,7,Kauai County,23814,497,112,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,819.560439468331
766,2024,Kauai,56,1.05,1.16,Kuhio Highway,7,Kauai County,23814,497,112,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,176.767883563601
767,2024,Kauai,56,1.16,1.31,Kuhio Highway,7,Kauai County,19127,399,90,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,241.047218962874
768,2024,Kauai,56,1.31,1.51,Kuhio Highway,7,Kauai County,19127,399,90,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,321.396253093319
769,2024,Kauai,56,1.51,2.04,Kuhio Highway,7,Kauai County,19127,399,90,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,851.700057486355
770,2024,Kauai,56,2.04,2.6,Kuhio Highway,7,Kauai County,14185,508,31,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,899.909394487935
771,2024,Kauai,56,2.6,2.65,Kuhio Highway,7,Kauai County,33190,693,156,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,80.3490845953223
772,2024,Kauai,56,2.65,5.96,Kuhio Highway,7,Kauai County,33190,693,156,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,5320.26711861731
773,2024,Kauai,56,5.96,7.38,Kuhio Highway,7,Kauai County,30065,628,142,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,2282.40760514623
774,2024,Kauai,56,7.38,8.18,Kuhio Highway,7,Kauai County,30065,628,142,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1285.86331263527
775,2024,Kauai,56,8.18,8.99,Kuhio Highway,7,Kauai County,19547,290,58,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1301.93670143923
776,2024,Kauai,56,8.99,9.81,Kuhio Highway,7,Kauai County,14787,253,104,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1318.00993639354
777,2024,Kauai,56,9.81,9.95,Kuhio Highway,7,Kauai County,14787,253,104,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,225.026131914568
778,2024,Kauai,56,9.95,10.6,Kuhio Highway,7,Kauai County,15698,285,77,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1044.76398845887
779,2024,Kauai,56,10.6,13.55,Kuhio Highway,7,Kauai County,18435,265,62,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,4741.62126302054
780,2024,Kauai,56,13.55,15.124,Kuhio Highway,7,Kauai County,16528,275,71,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2529.93624178973
781,2024,Kauai,56,15.124,16.63,Kuhio Highway,7,Kauai County,16528,275,71,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,2420.63782043611
782,2024,Kauai,56,16.63,19.87,Kuhio Highway,7,Kauai County,14625,237,60,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5207.74676942321
783,2024,Kauai,56,19.87,23.36,Kuhio Highway,7,Kauai County,12519,242,57,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5609.5790617817
784,2024,Kauai,56,23.36,25.46,Kuhio Highway,7,Kauai County,15385,196,54,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,3375.39143013723
785,2024,Kauai,56,25.46,28.122,Kuhio Highway,7,Kauai County,14891,166,46,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,4278.71045583975
786,2024,Kauai,560,0,0.39,Kuhio Highway,7,Kauai County,9707,109,25,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,626.790727326993
787,2024,Kauai,560,0.39,2.65,Kuhio Highway,7,Kauai County,8745,108,16,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99999,Rural,3632.17201754264
788,2024,Kauai,560,2.65,3.39,Kuhio Highway,7,Kauai County,4963,48,5,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,1189.29528268902
789,2024,Kauai,560,3.39,6.78,Kuhio Highway,7,Kauai County,4440,68,3,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5448.25807869925
790,2024,Kauai,560,6.78,10.003,Kuhio Highway,7,Kauai County,2259,201,5,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99999,Rural,5179.86292836126
791,2024,Kauai,5600,0,0.749,,7,Kauai County,,,,7,Local,1,one way,,,1,State Highway,1,99998,,1211.68361676672
792,2024,Kauai,5600,0.749,0.76,,7,Kauai County,,,,7,Local,1,one way,,,2,County Highway,1,99998,,17.7950272456027
793,2024,Kauai,5600,0.76,1.528,,7,Kauai County,,,,7,Local,2,two way,,,2,County Highway,2,99998,,1233.75062082275
794,2024,Kauai,5600,1.528,3.082,,7,Kauai County,,,,7,Local,2,two way,,,1,State Highway,2,99998,,2496.41716451312
795,2024,Kauai,562,0,0.09,Kolo Road,7,Kauai County,7191,167,23,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,144.518038465621
796,2024,Kauai,562,0.09,1.16,Kilauea Road,7,Kauai County,7393,118,13,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1718.15816108675
797,2024,Kauai,562,1.16,1.726,Kilauea Road,7,Kauai County,7393,118,13,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,908.857640254834
798,2024,Kauai,563,0,0.238,Aku Road,7,Kauai County,2077,4,2,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,397.443508434451
799,2024,Kauai,565,0,1.11,Weke Road,7,Kauai County,1003,27,2,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99999,Rural,1796.29634648526
800,2024,Kauai,566,0,0.75,Anahola Road,7,Kauai County,727,3,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1215.30581227739
801,2024,Kauai,566,0.75,0.99,Mana I Road,7,Kauai County,727,3,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,388.897836900394
802,2024,Kauai,566,0.99,1.678,Kukuihale Road,7,Kauai County,727,3,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1114.84052003139
803,2024,Kauai,570,0,0.36,Ahukini Road,7,Kauai County,15454,580,62,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,581.226549366579
804,2024,Kauai,570,0.36,1.06,Ahukini Road,7,Kauai County,15192,187,84,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1130.16274943113
805,2024,Kauai,570,1.06,1.122,Ahukini Road,7,Kauai County,10837,257,77,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,100.100184400867
806,2024,Kauai,5710,0,0.473,Umi Street,7,Kauai County,5309,31,3,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,768.274483854965
807,2024,Kauai,5720,0,0.21,Hardy Street,7,Kauai County,7056,217,9,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,344.882101654168
808,2024,Kauai,5720,0.21,0.679,Hardy Street,7,Kauai County,4152,19,1,5,Major Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,770.236755814577
809,2024,Kauai,5730,0,0.79,Puaole Street,7,Kauai County,1722,19,0,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1278.09679971876
810,2024,Kauai,5740,0,1.046,Laukona Street,7,Kauai County,3241,14,2,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,1673.70806431504
811,2024,Kauai,5750,0,0.29,Hanamalu Road,7,Kauai County,1418,12,4,6,Minor Collector,2,two way,2,County Highway,2,County Highway,2,99998,Small Urban,473.682393397137
812,2024,Kauai,58,0,0.34,Nawiliwili Road,7,Kauai County,12618,225,169,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,548.537349198493
813,2024,Kauai,58,0.34,0.69,Nawiliwili Road,7,Kauai County,13154,239,138,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,564.670857250675
814,2024,Kauai,58,0.69,1.42,Nawiliwili Road,7,Kauai County,13085,700,161,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1177.7420586908
815,2024,Kauai,58,1.42,1.83,Nawiliwili Road,7,Kauai County,13085,700,161,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,661.471546456503
816,2024,Kauai,58,1.83,1.84,Nawiliwili Road,7,Kauai County,7603,276,101,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,16.1334768084087
817,2024,Kauai,58,1.84,1.97,Nawiliwili Road,7,Kauai County,7603,276,101,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,4,99998,Small Urban,209.734837443777
818,2024,Kauai,58,1.97,2.047,Nawiliwili Road,7,Kauai County,7603,276,101,3,Principal Arterial,2,two way,1,State Highway,1,State Highway,3,99998,Small Urban,124.227582684059
819,2024,Kauai,580,0,1.63,Kuamoo Road,7,Kauai County,9520,110,48,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2618.75137026373
820,2024,Kauai,580,1.63,2.77,Kuamoo Road,7,Kauai County,8351,278,22,4,Minor Arterial,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1831.51939705453
821,2024,Kauai,580,2.77,3.49,Kuamoo Road,7,Kauai County,3342,25,16,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,1156.74910096171
822,2024,Kauai,580,3.49,4.81,Kuamoo Road,7,Kauai County,1954,23,15,5,Major Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2120.7066036812
823,2024,Kauai,580,4.81,6.142,Kuamoo Road,7,Kauai County,1954,23,15,6,Minor Collector,2,two way,1,State Highway,1,State Highway,2,99998,Small Urban,2139.98575815908
