zone_id,h3_cell,resolution,island,version,data_source,provenance
GOV_88,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 88 polygon
GOV_89,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 89 polygon
GOV_90,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 90 polygon
GOV_91,875d13125ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 91 polygon
GOV_92,875d13c30ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 92 polygon
GOV_93,875d13c28ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 93 polygon
GOV_94,875d13c21ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 94 polygon
GOV_95,875d13c22ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 95 polygon
GOV_96,875d13c21ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 96 polygon
GOV_97,875d13c21ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 97 polygon
GOV_98,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 98 polygon
GOV_99,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 99 polygon
GOV_100,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 100 polygon
GOV_101,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 101 polygon
GOV_102,875d13889ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 102 polygon
GOV_103,875d1318effffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 103 polygon
GOV_104,875d13ce0ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 104 polygon
GOV_105,875d13ce5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 105 polygon
